Year;Author;Title;Abstract;estado;justificacion;fase2_score;fase2_clasificacion;fase2_justificacion;fase2_model_used
2022;"Meirambekuly, Nursultan; Temirbayev, Amirkhan A.; Zhanabaev, Zeynulla Zh.; Karibayev, Beibit A.; Namazbayev, Timur A.; Khaniyev, Bakyt A.; Khaniyeva, Ainur K.";Dual-band optical imaging system-integrated patch antenna based on anisotropic fractal for earth-observation CubeSats;"This paper presents a dual-band optical imaging system-integrated patch antenna based on an anisotropic fractal for Earth-observation CubeSats. The antenna operates at S-band frequencies. The size of the antenna is chosen to match the end face of the CubeSats. The antenna's main characteristics are studied using simulation in Computer Simulation Technology (CST) software; prototypes are developed to verify these characteristics. Double-sided Glass Epoxy Sheet FR-4 is used to develop the antenna prototype. By studying the antenna prototype, realized gain up to 4 dBi and 2.15 dBi at two resonant frequencies of the antennas with different substrate heights are obtained. Small size, low cost, dual-band, and integration with the imaging system allow achieving the entire CubeSat system's efficiency.";1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.0;excluido;API call failed: Expecting value: line 1 column 1 (char 0);qwen/qwen-2.5-72b-instruct
2024;"A. J. Rubio; A. -S. Kaddour; S. V. Georgakopoulos";Dual-Band Transmitarray Antenna for Simultaneous Uplink/Downlink Communications in Small Satellite Applications;This paper presents a flat-panel dual-band transmitarray antenna (TA) with linear polarization designed for concurrent uplink (29 GHz) and downlink (19 GHz) satellite communications. The TA features a low-profile and lightweight microstrip aperture (103.4 mm  $\times 103.4$  mm  $\times 1.7$  mm), coupled with a commercial-off-the-shelf horn antenna for excitation. Our novel TA element is carefully designed to achieve high-efficiency transmission and independent phase control in both operating bands, while ensuring that its features can be fabricated using standard PCB manufacturing techniques. Additionally, by arranging the phase tuning mechanism for each band on opposite sides of the aperture, space is created to accommodate DC biasing circuitry for electronic beam scanning applications in future iterations of the design. A passive prototype of the TA was fabricated using conventional PCB and additive manufacturing techniques. The TA’s performance was validated with measurements that demonstrated high gain (22.9 dBi and 20.2 dBi), aperture efficiency (15.4% and 19.3%), and 1-dB gain bandwidth (4.3% and 13.4%) in the respective operating bands (29 and 19 GHz). With its cost-effectiveness, lightweight design, and rapid deployment capability, the proposed TA offers an efficient solution for establishing wireless communications in remote locations, making it ideal for tactical, work-site, and small satellite applications.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2016;"Shrestha, R.; Anagnostou, D.E.; Horst, S.J.; Hoffman, J.P.";Dual-frequency and dual-polarization antenna array for satellite deployment;The development of an aperture coupled microstrip dual-band and dual-polarization 6×6 antenna array system on RO4003C is presented. The antenna array has a multilayer structure that consists of square microstrip elements, placed on each substrate layer to provide dual frequency operation at 14 and 35 GHz. Dual polarization is achieved by using two right-angled microstrip lines and two perpendicular slots to feed the antennas. The microstrip feed line is placed orthogonally from the center of the slot on the ground plane between the substrates. The energy from the microstrip feed line is aperture coupled to each square antenna element through the slot. Two right-angled non-overlapping slots are used on each antenna to enable the two different polarization states. The antenna array has 14 GHz patches on the top substrate layer and 35 GHz patches on the lower substrate layer in order to maintain a similar percentage bandwidth. The microstrip feed lines are located at the bottom of the feed substrate. A symmetric feed structure is followed for the antenna array. The aperture coupling feeding network has the advantage of reduced spurious radiation compared to edge or probe feeds as it utilized highly linearly polarized feed lines and slots, and a large ground plane to prevent backside radiation. The designed antenna array has linear polarization at 45-degrees and 135-degrees at the Ku- and Ka-frequency bands. The array is designed using a hybrid simulation scheme in Keysight Advance Design System (ADS). The ADS Schematic is used for the feed network while the ADS Momentum is used for the antenna elements and the entire array structure simulations. In this way, all aspects of the design (microstrip antenna elements and feed lines) can be optimized independently. This array is suitable for airborne (small remotely piloted), and small-satellite NASA flight programs. © 2016 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2014;"Zamanifekri, A.; Smolders, A.B.; Bligiannis, I.";Dual-frequency filtenna using defected ground structure for VSAT applications;This paper presents the design of a dual-frequency filtenna using a defected ground structure (DGS). A shared aperture coupled microstrip antenna operating at 20/30 GHz (Ka band) is integrated with a coupled-line bandpass filter to increase the isolation between the transmit and receive channels. It is shown that the presence of slots in the ground plane can significantly increase the coupling between the coupled lines. The proposed technique allows for the design of tightly coupled lines without the necessity of using very narrow gaps. The integrated module can be made small enough to fit within an array unit cell for satellite communication applications. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2022;"Chekkar, W.; Lizzi, L.; Ferrerò, F.";Dual-mode Antenna Using Permittivity Gradient for S-band CubeSat Communications;This paper presents a compact dual-band S-band antenna with an isoflux radiation pattern Cubesat applications. It consists of a probe-fed square microstrip patch antenna placed on top of a 3D printed ABS substrate. In order to obtain a dual-band behaviour, a permittivity gradient is achieved by controlling material porosity. A peak realized gain of 5.3dBi and 2.6dBi is simulated respectively at 2.02GHz and 2.17GHz. © 2022 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, microstrip patch, CubeSat;0.9;incluido;The abstract clearly states that the study focuses on a 'compact dual-band S-band antenna with an isoflux radiation pattern for Cubesat applications.' It specifically mentions the use of a 'probe-fed square microstrip patch antenna' and discusses the performance in terms of realized gain at specific frequencies, which aligns with the inclusion criteria of design, performance evaluation, and implementation of microstrip antennas for CubeSat communication systems.;qwen/qwen-2.5-72b-instruct
2017;"Zhao, X.; Yeo, S.P.; Ong, L.C.";Dual‐polarised X‐band patch sub‐array with hybrid feed network for integrated small‐satellite SAR payload.;A low‐profile wideband dual‐polarised X‐band patch sub‐array fed by a hybrid series/parallel network is designed for an integrated small‐satellite synthetic aperture radar payload. The experimental results demonstrate that the sub‐array, with 1 × 16 patch radiators, fully covers the targeted 9.65 GHz band with 14 dB bandwidths of 9–10.3 GHz for V‐polarisation (VP) and 9.3–9.95 GHz for H‐polarisation (HP). The isolation between the different feed ports is higher than 36 dB with a peak value of 45 dB. The sub‐array achieves cross‐to‐co‐polarisation ratios of below −32 dB within half‐power beamwidth scopes of 6° for both HP and VP. The sidelobes maintain −24 dB for HP and −20 dB for VP. The average realised gains are around 17 dBi for both polarisations.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2020;"Maged, M.A.; Youssef, A.; El-Akhdar, A.; Akah, H.";Dual-Polarized SAR antenna array mounted on a small satellite;Synthetic Aperture Radar (SAR) imaging that utilizing polarimetric information is been used in remote sensing applications as a standard. However, using small satellites significantly required low profile, lightweight, and low-cost of SAR antennas. The lighter weight SAR antenna is advantageous for easier platform launch and longer SAR life-span. This paper presents a novel C-band (5.41GHz) dual-polarized SAR antenna designed for small satellites that will be launched by Egyptian Space Agency (EgSA). The SAR antenna is based on connecting multiple patches using a series feeding network on the top layer and the feeding are attached back-to-back in the bottom layer to provide signal feeding to the upper layer using shorting vias that keep the antenna configuration as simple as possible. Simulation agrees well with the measured results that verify the proposed design. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2017;"Zhao, X.; Yeo, S.P.; Ong, L.C.; Karim, M.F.";Dual-Polarized x-Band Microstrip sub-Array with hybrid feed network for SAR payload on small satellite;This paper presents a low-profile wideband dualpolarized X-band microstrip sub-Array for SAR payload on small satellite fed by a hybrid series/parallel network. The sub-Array of 1×16 microstrip radiators, fully covers the targeted 9.65GHz band with 14dB bandwidths of 9.1-10.3GHz for V-polarization (VP) and 9.13-9.93GHz for H-polarization (HP). The isolation is better than 35dB. The average realized gains are around 17dBi for both polarizations. The side-lobe levels are -25dB for HP and -20.5dB for VP. The cross-polarization levels are above -35dB and within the HPBW scope. © 2018 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2021;"Anim, K.; Shin, G.-H.; Jung, Y.-B.";Dual-Resonant Stacked Linear Array of Cross-Slotted Patches for Small SAR Satellites;A cross-slotted linear array antenna of four stacked patches is proposed for X-band synthetic aperture radar (SAR) on a small satellite platform. Owing to the reliability, small size and mass restriction features of small satellites, the antenna is based on a thin dual-substrate topology with each element surrounded by metal vias to form a cavity-backed patch to result in a lightweight and high efficiency. Although inherently narrowband due to the thin substrate layer, cross-slotted patches were proposed to yield a dual resonance, and lower input impedance at the desired band to meet the SAR requirement. The fabricated prototype exhibits a peak gain of 12 dBi with a radiation efficiency of 84% at 9.44-9.87 GHz for |S11|< -10 dB. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2021;"Wani, J.; Patil, A.; Hire, S.; Patel, K.; Kodilkar, S.; Rathor, M.; Talele, D.; Agrawal, K.; Mahajan, S.; Patil, R.";EFFECT OF SOLAR SAIL ON ANTENNA PARAMETERS AND LINK TIME OF NANOSATELLITES;As solar sailing continues to gain popularity as a non-exhaustive method of propulsion and orbit steering, a compendious analysis of its effect on the parameters of communication is vital. This paper puts forth the study, done through simulations, of the impact of a massive reflecting sail on the operation of a system of antennas and changes in link time associated with the COEPSAT-2 mission. The solar sail under consideration is a large 40 square meter reflective film made of a polymer substrate, providing a reflectivity of around 90 per cent, which causes changes in the antenna radiation pattern, gain, VSWR and beam width. The system of antennas to be employed in COEPSAT-2 comprises a pair of dipole antennas for data uplink and downlink and a rectangular microstrip patch antenna for GPS signal reception. Due to the reflecting nature of the solar sail, the omnidirectional radiation patterns of the dipole antennas obtain directional properties. Besides, the orientations of the satellite are so chosen as to assist solar sailing and are not typically favorable for communication. Nonetheless, addition of the sail shows an increase in the maximum gain of all the antennas and their corresponding half-power beam width angle. Consequently, there is a significant improvement in the communication link percentage (ratio of link time to pass time) - from around 35 per cent to nearly 100 per cent. The communication feasibility has been inferred from the link time and link budget analysis. The link time has been obtained from simulations performed for different TLEs (two-line element set) of the satellite over one year for nadir pointing and orbit raising orientations. A comparative analysis of the antenna parameters before and after the deployment of sail and its subsequent effect on the link budget and link time is presented and the results are corroborated by extensive simulations. © 2022 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2015;Akan, V.;Electrically small printed antenna for applications on cubesat and nano-satellite platforms;A very compact circularly polarized antenna to be utilized readily on nanosatellite and CubeSat platforms is presented. Nanosatellite and CubeSats have very limited volume and surfaces bringing a physical size constraint on the components and antennas which should also be as functional as their counterparts used in similar terrestrial systems. The proposed structure is a cavity-backed antenna with tapered crossed-slot aperture. The antenna is a low-profile compared to wavelength, circularly polarized and wide-band with respect to conventional high-Q printed antennas. Two different designs to operate at 2.44 GHz are implemented on two different substrates, occupying a footprint of 38 mm × 38 mm and 30 mm × 30 mm. Their measured percentage impedance bandwidths are 2% and 1.68%, respectively. The obtained maximum gain is about 5 dBic around the target frequency. © 2019 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: printed antenna, CubeSat, nanosatellite;0.95;incluido;The abstract clearly states that the study focuses on a 'very compact circularly polarized antenna to be utilized readily on nanosatellite and CubeSat platforms.' It also provides specific details about the design, such as the 'cavity-backed antenna with tapered crossed-slot aperture,' and performance metrics like the 'measured percentage impedance bandwidths' and 'maximum gain.' These elements align well with the inclusion criteria of addressing the design, performance evaluation, and implementation of microstrip or printed antennas for CubeSat communication systems.;qwen/qwen-2.5-72b-instruct
2017;"Rather, N.N.; Suganthi, S.";Electrically small S-band antenna for cubesat applications;This research paper deals with the design and development of a circularly polarized S-band rectangular patch antenna providing performance suitable for application in CubeSat. A CubeSat is a type of miniaturized satellite used primarily by university research groups for demonstration of technology. They are low earth orbiting sun-synchronous (LEOSS) type of satellites. The design protocol specifies maximum outer dimensions equal to 100 mm×100 mm×100 mm and weighing a mass between 1.3-6 kg. However, being small in size, they pose some challenges such as low profile antenna, possibility for cross-link communication with other similar satellites and high reliability of communication in a swarm without the prior knowledge of their positions. Additionally CubeSats dictate the space limitation for placing the antenna within it. With all these, it also requires small antenna with high gain and wide directivity. The most suitable antennas that address most of the aforementioned challenges are planar antennas. The design and simulation of the proposed design of electrically small sband antenna for CubeSat achieves gain of 5.01 dBi with a narrow bandwidth of 100 MHz. The analysis is performed using MATLAB and HFSS (High Frequency Structural Simulator). © 2023 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.95;incluido;The abstract clearly focuses on the design and development of a circularly polarized S-band rectangular patch antenna specifically for CubeSat applications. Key phrases include 'design and development of a circularly polarized S-band rectangular patch antenna providing performance suitable for application in CubeSat' and 'the design and simulation of the proposed design of electrically small sband antenna for CubeSat achieves gain of 5.01 dBi with a narrow bandwidth of 100 MHz.' These phrases indicate that the study is directly relevant to the design, performance evaluation, and implementation of microstrip or printed antennas for CubeSat communication systems.;qwen/qwen-2.5-72b-instruct
2019;"Cheah, D.K.; Ooi, P.C.";Empirical formula for the resonant frequency of an I - shaped printed antenna for nanosatellite applications;This paper presents the means of predicting the resonant frequency of an I - shaped microstrip - line - fed antenna via an empirical formula. The antenna was designed and simulated via Advanced Design System (ADS) by Keysight Technologies. The size of this antenna is 65mm x 50mm, with the ground plane fully covering the one side of the substrate was tested using FR4 and Rogers RO4350B. This is a single band antenna with the resonant frequency at 5GHz as the reflection coefficient for this band is less than -10dB. The empirical formula which takes multiple variables into account was verified through simulation and experiment to ensure minimal error with the prediction. It was concluded that the empirical formula is able to predict the resonant frequency with error below 4.5% when comparing the measured and equation results. With the advantages of the microstrip antenna, it has the potential to be deployed on nanosatellites with the various contributing research in the subject. © 2019 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: microstrip antenna, printed antenna, nanosatellite;0.85;observación;The abstract mentions the design and simulation of an I-shaped microstrip-line-fed antenna, which is relevant to microstrip antennas. It also discusses the potential deployment of the antenna on nanosatellites, which aligns with the focus on CubeSat communication systems. The empirical formula for predicting the resonant frequency is a significant contribution to the design and performance evaluation of such antennas. Specific phrases: 'designed and simulated via Advanced Design System (ADS)', 'potential to be deployed on nanosatellites'.;qwen/qwen-2.5-72b-instruct
2023;"M. Ortiz; M. N. Uddin; M. R. Guerra; E. A. Alwan";Enhancing Gain Through Optimal Antenna Element Distribution in a Thinned Array Configuration;This paper presents an array thinning approach for a 25-element antenna array arranged in a  $5\times5$  grid at 5.4 GHz. Our goal is to eliminate a maximum number of antenna elements with minor gain loss and hence reduce the array size, weight, cost, and power requirements. Consequently, the space saved by the thinned array configuration presents opportunities to integrate additional antennas and hardware, allowing for a low-profile antenna-in-package. Our study showed that a 64% array reduction (from 25 to 9 probe-fed patch antennas) achieved an array gain comparable to a full array configuration. As such, various 9-element configurations for testing were generated through the thinning process and optimized using the genetic algorithm. These configurations were then validated using full-wave simulations. Results show that all configurations that preserved the effective area while maintaining symmetry along all axes showed a minimal effect on gain reduction. Specifically, the best thinning configuration resulted in a loss of only 1.82 dB in simulation at broadside compared to a fully populated  $5\times5$  array. The exact configuration also showed beam scanning performance from −45° to +45° (viz. 90°). A prototype was fabricated and tested for each of the thinned configurations. The measured gain of the optimal 9-element thinned array configuration showed excellent agreement with the simulations.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2025;"Shim, Hanjoon; Kee, Changdon";Enhancing RTK-based relative navigation for CubeSats rendezvous: An ADOP perspective on integer ambiguity resolution;This study addresses the practical challenges of real-time kinematic (RTK)-based precise relative navigation and integer ambiguity resolution for CubeSat rendezvous missions. We propose a single-frequency, single-station RTK relative navigation system specifically designed for low Earth orbit (LEO) satellites and adapted from ground-based RTK systems. To achieve precise relative navigation, we analyze the statistical characteristics of integer ambiguity in carrier-phase measurements, starting with pseudorange-based differential GPS relative navigation. Instead of using the conventional extended Kalman filter, we introduce a recursive ambiguity filter based on weighted least squares, improving the float solution for ambiguity estimation without requiring complex filter designs. By deriving the statistical characteristics and the spatial metric known as ambiguity dilution of precision, we establish a strategy to achieve a 100 % success-fix rate in integer ambiguity resolution, utilizing the least-squares ambiguity decorrelation adjustment method for RTK relative navigation. The proposed algorithm's reliability is validated through software-based LEO simulators and ground-based experimental hardware that uses GPS receivers and patch antennas mounted on the SNUGLITE-III CubeSat. This approach enables centimeter-level relative navigation using only commercial off-the-shelf hardware and GPS receivers on CubeSat platforms. Furthermore, the proposed method improves success-fix rates for integer ambiguity resolution and significantly reduces computational complexity.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2010;"Muri, P.; Challa, O.; McNair, J.";Enhancing small satellite communication through effective antenna system design;A Cube-Satellite (CubeSat) is a small satellite weighing no more than one kilogram. CubeSats are used for space research, but their low-rate communication capability limits functionality. As greater payload and instrumentation functions are sought, increased data rate is needed. Since most CubeSats currently transmit at a 437 MHz frequency, several directional antenna types were studied for a 2.45 GHz, larger bandwidth transmission. This higher frequency provides the bandwidth needed for increasing the data rate. A deployable antenna mechanism maybe needed because most directional antennas are bigger than the CubeSat size constraints. From the study, a deployable hemispherical helical antenna prototype was built. Transmission between two prototype antenna equipped transceivers at varying distances tested the helical performance. When comparing the prototype antenna's maximum transmission distance to the other commercial antennas, the prototype outperformed all commercial antennas, except the patch antenna. The root cause was due to the helical antenna's narrow beam width. Future work can be done in attaining a more accurate alignment with the satellite's directional antenna to downlink with a terrestrial ground station. ©2010 IEEE. © 2011 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat, small satellite;0.85;observación;The abstract primarily addresses the design and performance evaluation of a deployable hemispherical helical antenna for CubeSat communication systems, which is relevant to the focus on microstrip or printed antennas. Specifically, it mentions 'a deployable hemispherical helical antenna prototype was built' and 'Transmission between two prototype antenna equipped transceivers at varying distances tested the helical performance.' The study also compares the performance of the prototype with commercial antennas, which is valuable for understanding the effectiveness of different antenna designs in CubeSats.;qwen/qwen-2.5-72b-instruct
2022;"Paul, K.C.; Ahmed, A.";E-shaped Aperture Coupled Microstrip Patch Array Antenna for High Speed Downlink Applications in Small Satellites;For high speed downlinking of payload data from small satellites, a new 4×4 aperture coupled microstrip patch array antenna has been presented. The antenna is designed for the Ku band and a peak gain of 18.0 dBi is achieved within the impedance bandwidth from 11.75 GHz to 12.75 GHz. Wide bandwidth is achieved as the patch elements are excited through E-shaped slots having asymmetric side lengths and widths. Each square patch element of the array with truncated corners and appropriately placed slots generates right hand circularly polarized (RHCP) radiation with very high cross-polarization discrimination. A corporate feed network consisting of T-junctions and quarter-wave impedance transformers is developed to feed the array elements from a single coaxial port of 50 Ω. To improve the radiation from the patches and wave-guiding in the feed network, two types of Rogers substrates with different dielectric constant and thickness are considered. Our proposed microstrip patch array antenna of size 7.8 cm × 6.4 cm × 0.3 cm can perform efficiently with a downlink data rate as high as 4.6 Gbps for small satellites. © 2022 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2014;"Shahvirdi, T.; Baktur, R.";Experimental study on the effect between commercial space solar cells and the antennas integrated on their cover glass;As Cube Satellites have become a very important low cost tool for space explorations, integrating antennas with their solar panels is gaining increased importance. Such integration resolves two main issues for a Cube Satellite (CubeSat): (1) saving surface real estate, and (2) reduce the deployment that is needed for the traditional wire antennas. By examining the solar panel assembly, it is straightforward to see that there are mainly two possible methods for antenna integration: (1) antenna under the solar cells, (2) around solar cells, and (3) on top of solar cells. For the first two types of integration, where the antenna geometry can be either slot type or microstrip patch, there have been studies performed to assess the relation between the antennas and solar cells. For the antennas on top of solar cells, although such a design can be very versatile when the antenna is designed transparent to light, there has not yet accurate assessment on the relation of the two devices. This paper is aimed to provide such an assessment using experimental methods. The data collected from this experimental study can then be used to provide better model for future simulative studies in antenna-solar cell integration. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: solar panel;;;;
2020;"Prasanna, P.; Rachel Jeeva Light, R.J.L.; Chithoor Santharam, R.; Nancheri, J.; Ogirala, M.G.";Feasibility analysis of additive manufacturing method for graphene based super solar body mounted patch antenna for satellite applications;In this project, a Nano material based printed patch antenna structure has been integrated with a solar panel without affecting the optical efficiency of the solar panel. The proposed prototype is having the property of both antenna and solar module functionality. A graphene based CPW fed E-Shaped micro strip patch antenna which has a return loss of − 48.43 dB at resonant frequency of 2.1 GHz which is best suitable for UMTS-2100 Band (2.15–2.18 GHz), GSM (2.15–2.18 GHz) applications is printed on the solar panel using screen printing technique. In this project, conventional copper-based antennas are replaced with graphene-based antennas due to various advantages. In this experiment, the feasibility of material based body mounting antenna structure printing method is analysed. This proposed design model is best suitable for satellites where antennas occupy one-third of the satellite’s size. By mounting the small printed antennas on the solar panel, the space complexity of the satellite system gets reduced by one-third of its initial dimensions. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: solar panel;;;;
2020;"Vertegaal, C.; Bentum, M.";Feasibility Study of Inflatable Antennas as Observational Antenna for Ultra Low Frequency CubeSat Applications;This paper presents a feasibility study on the use of an inflatable structure as observational antenna payload for a CubeSat. The objective for the antenna is to detect signals originating from the Dark Ages, which are expected to be between 80 kHz and 30 MHz. For this, antennas are needed with a large effective aperture to increase the sensitivity as well as to be sensitive to the low frequency signals, and which still fit inside a CubeSat. One of the ways to deploy a large structure which is packed in a small volume during launch, is by using inflatable antennas. Previous work has shown the feasibility of using inflatable antennas as reflector antennas. The novelty in this work is the study on the use of the inflatable antenna as an observational antenna instead of a directive reflector antenna. Here the radiating active antenna elements are printed on the thin membrane. An analysis is done on usable antenna designs that can be used for the application and specifically for these inflatable structures. Next an analysis on the possible practical implementation of such a system is done including but not limited to the material the membrane, method of inflation and folding techniques. In the end, a possible design is shown, which uses 8 sinuous antennas on very thin PVE film with a conductive coating. A scale model using generic cost-effective PCB material is shown which will be further investigated and tested. Future research will demonstrate an actual practical test. © 2022 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2016;"Pittella, E.; Pisa, S.; Pontani, M.; Nascetti, A.; D'Atanasio, P.; Zambotti, A.; Hadi, H.";Feature article: Reconfigurable S-band patch antenna system for cubesat satellites;Small satellites are revolutionizing the space industry [1]. In particular, nanosatellites are very attractive because they enable access to space with a significant reduction of costs for satellite industries, and a shorter development time with respect to large satellites [2], [3]. Moreover, thanks to modern technologies, relatively complex missions can be planned for Earth observation [4], remote sensing [5], communication technology experiments [6], hardware validation and other scientific missions, as well as educational purposes [7]-[10]. © 2016 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.2;excluido;The abstract does not provide specific details about the design, performance evaluation, or implementation of microstrip or printed antennas for CubeSat communication systems. It primarily discusses the general benefits and applications of nanosatellites, including CubeSats, without focusing on the antenna technology.;qwen/qwen-2.5-72b-instruct
2018;"Mirza, H.; Soh, P.J.; Hossain, T.M.; Sheikh, R.A.; Jamlos, M.F.; Abdullah Al-Hadi, A.A.";Flexible Linear-to-Circular Polarizing Surface for S-Band CubeSat Based on Dodecagonal Ring;This paper presents a bi-layered textile-based flexible linear-to-circular polarizing surface. The proposed structure is designed based on a loop type structure for CubeSat application in the S-band. Each unit cell is sized at 0.42λg×0.40λg×0.02λg for operation centered at 2.2 GHz. This unit cell is then multiplied into a 4 × 4 array to form the polarizing surface. It features a 3 dB axial ratio bandwidth (ARBW) of 34.31 % in simulations and 29.09 % in measurements. Besides that, an equivalent circuit model of the unit cell and the assessment of the polarizer under oblique incidences are presented. The performance of the proposed surface is validated by placing it in front of a patch antenna operating at 2.2 GHz. The antenna performance indicated an increase in terms of realized gain from 3.21 dB to 7.33 dB when integrated with the polarizing surface, besides successfully converting linearly-polarized waves to circularly-polarized. © 2020 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.85;observación;The study focuses on the design and performance evaluation of a flexible linear-to-circular polarizing surface for CubeSat applications in the S-band. The abstract mentions 'for CubeSat application in the S-band' and 'The performance of the proposed surface is validated by placing it in front of a patch antenna operating at 2.2 GHz,' which indicates that the research is directly relevant to CubeSat communication systems. The improvement in realized gain and the conversion of linearly-polarized waves to circularly-polarized waves are also significant performance metrics.;qwen/qwen-2.5-72b-instruct
2020;"Ivanov, D.; Barschke, M.F.; Ovchinnikov, M.; Briess, K.";Flight results from a passively magnetic stabilized single unit cubesat;BEESAT-3 is an educational single unit CubeSat mission with the objective to demonstrate an S-band transmitter and a small camera in low Earth orbit. As the transmitter uses a patch antenna with an opening angle of eighty degrees for downlink, the satellite needs to be orientated towards the ground station for data transmission. Considering the moderate pointing requirements, attitude control was implemented as fully passive system based on a permanent magnet and a hysteresis plate in order to limit the complexity of the spacecraft. However, Sun sensors and gyroscopes were implemented to allow for an evaluation of the attitude alignment while passing the ground station. After the launch of BEESAT-3 in April 2013, no whatsoever signal could be received from the spacecraft. However, after nearly five years in orbit, in January 2018, the first successful contact to the satellite could be established and after a significant upgrade of the ground station antenna all mission objectives could be met in the subsequent months. With this paper we present first orbit results from the evaluation of the performance of the passive attitude control system. © 2021 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.0;excluido;API call failed: Expecting value: line 1 column 1 (char 0);qwen/qwen-2.5-72b-instruct
2013;"Hauschild, A.; Markgraf, M.; Montenbruck, O.";Flight results of the NOX dual-frequency GPS receiver payload on-board the TET satellite;The German small satellite TET-1 has been launched into a low-Earth orbit on July 22, 2012, from the launch site in Baikonur, Kazakhstan. The satellite carries various technology demonstration payloads, among them the Navigation and Occultation experiment (NOX). This payload consists of a geodetic-grade GPS receiver, which is connected via an antenna selector to two GPS L1/L2 patch antennas. One of the antennas is mounted on the satellite's zenith panel and receives signals primarily used for precise orbit determination (POD) experiments. The second antenna is pointed towards the anti-flight direction of the satellite for collecting measurements of low elevation satellites for ionospheric and tropospheric occultations. The antenna switch allows to select either the POD or the occultation antenna for signal reception. This paper describes the NOX payload onboard the TET satellite in detail. The receiver's tracking performance and the accuracy of the navigation solution is analyzed. Finally, tracking results of the occultation antenna are presented, which demonstrate the suitability of commercial-off-the-shelf receiver technology for observing GNSS radio occultations. © 2014 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2015;"Vilán Vilán, José Antonio; Aguado Agelet, Fernando; López Estévez, Miguel; González Muiño, Alberto";Flight results: Reliability and lifetime of the polymeric 3D-printed antenna deployment mechanism installed on Xatcobeo & Humsat-D;The aim of this article is to announce the results for the antenna deployment mechanism on the Cubesat [1], [4] Xatcobeo picosatellite which launched on 13th February, 2012 from the Kourou space port aboard the new VEGA rocket. It was also launched as part of Humsat-D on 21st November, 2013 aboard Dnepr. The main feature of the device is its extremely light weight, achieved by using polymeric materials and additive manufacturing. Analysis was not only made of detailed characteristics but also of the advantages of using this combination, its validity after almost two years of perfect operation in orbit on Xatcobeo, and its latest operational success on Humsat-D. The results show that it deployed as expected in orbit and that it continues to operate correctly on both missions, not only in terms of the deployment mechanism but also the materials used. The analysis focuses on the mechanism׳s operational reliability and long useful lifetime.;0;EXCLUDED: Contains exclusion keywords: 3D-printed;;;;
